GSE,UID,n_samples,title,date,gdstype,tumor_pct,summary,category,reason,exclude_features,sample_example
GSE261512,200261512,20,PRMT5 promotes growth of pediatric high grade glioma [bulk RNA-seq],2024/11/22,Expression profiling by high throughput sequencing,0.0,"Background. Pediatric high-grade gliomas (PHGG) are aggressive, undifferentiated CNS tumors with poor outcomes, for which no standard-of-care drug the",B,非目标瘤种/类型(细胞系/处理实验=20),细胞系/处理实验=20,DIPG13* cells transduced with PRMT targeting 
GSE212671,200212671,20,Transcriptome-wide analysis of CRISPR-edited iPSC-derived glioma models,2024/05/15,Expression profiling by high throughput sequencing,0.0,CRISPR-edited human induced pluripotent stem cell (iPSC)-derived glioma models provide a robust platform to investigate the biology of these aggressiv,B,非目标瘤种/类型(正常/非肿瘤组织=20),正常/非肿瘤组织=20,iPSC-NPC-Xenograft-PCTE biol rep 2
GSE199361,200199361,20,The clinical and molecular characteristics of progressive hypothalamic/optic pat,2022/12/21,Expression profiling by high throughput sequencing,0.0,Unresectable hypothalamic/optic pathway pilocytic astrocytoma (PA) can be challenging to manage due to repeated progressions despite multiple lines of,D,样本标题/摘要无特征词,-,IR23 (RNA-seq)
GSE172363,200172363,20,Combination treatment with BMI1 and MAPK/ERK inhibitors is effective in medullob,2022/02/28,Expression profiling by high throughput sequencing,0.0,"Epigenetic changes play a key role in the pathogenesis of medulloblastoma (MB), the most common malignant pediatric brain tumor. Here we identify a sy",B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,48h_1299_4_shC_1uM_PTC
GSE185024,200185024,20,Dissecting Super-enhancer driven Transcriptional Dependencies Reveals Novel Onco,2021/10/04,Expression profiling by high throughput sequencing,0.0,Medulloblastoma (MB) is the most common malignant pediatric brain tumor and group 3 subtype (G3-MB) exhibits the worst prognosis. Dissecting super-enh,B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,D425_THZ1_rep2
GSE199033,200199033,19,Transcriptome and EPIC-based DNA methylation analysis of glioblastoma stem cells,2022/04/15,Expression profiling by high throughput sequencing; Genome b,0.0,This SuperSeries is composed of the SubSeries listed below.,B,非目标瘤种/类型(细胞系/处理实验=11),细胞系/处理实验=11; 非人类模型=4,mRNA-seq: GSC11 sh2 HOXA as2
GSE231859,200231859,19,Tumor and immune cell types interact to produce heterogeneous phenotypes of pedi,2023/11/03,Expression profiling by high throughput sequencing,0.0,Single-cell RNA-Seq was conducted on 19 pediatric high-grade glioma patient samples to study tumor heterogeneity and tumor/immune cell interaction.,C,单细胞/空间数据,-,"Tumor sample 17, scRNA-seq"
GSE225154,200225154,18,Increasing TET expression and 5-hydroxymethylcytosine formation by a carbocyclic,2026/08/06,Methylation profiling by genome tiling array; Expression pro,0.0,"Ten-eleven translocation (TET) enzymes are critical epigenetic regulators, which oxidize the methylated cytosine nucleobase 5-methyl-dC (5mdC) in the ",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,MOLM13-DMSO-Replicate3
GSE196383,200196383,18,chromatin landscape and transciptome regulated by RBBP4/p300 complex in glioblas,2026/06/18,Genome binding/occupancy profiling by high throughput sequen,0.0,This SuperSeries is composed of the SubSeries listed below.,D,样本标题/摘要无特征词,-,GBM43shp300 H3K9Ac
GSE324741,200324741,18,Detection of transcriptomic changes in N9 and N33 GBM cells following treatment ,2026/03/18,Expression profiling by high throughput sequencing,0.0,We demonstrated that the cell state of suppressed neurogenesis and precocious astrogenesis in IDH-wildtype glioblastoma (GBM) could be manipulated as ,B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,"N9 cells, treated with MK+WP+RA, 48h, rep2"
GSE223331,200223331,18,Molecular characterization of glioblatoma tissue samples,2026/01/12,Expression profiling by high throughput sequencing,0.0,Patient-derived glioblastoma tissues were collected from discarded specimens obtained from GBM patients undergoing surgery at UT Health San Antonio un,A?,摘要含瘤种词(样本标题无特征),-,GBM_072512
GSE303079,200303079,18,mTORC1-Driven DDA1 Phosphorylation Promotes DNA Repair and Glioblastoma Progress,2025/07/29,Expression profiling by high throughput sequencing,0.0,"DDA1 is a protein involved in protein degradation, cell cycle regulation, and DNA damage repair. Interestingly, recent studies have revealed its diffe",B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,LN229 sgCon_3
GSE269419,200269419,18,Molecular recording of cellular protein kinase activity with chemical labeling,2025/05/09,Expression profiling by high throughput sequencing,0.0,Protein kinases control most cellular processes and aberrant kinase activity is involved in numerous diseases. To investigate the link between specifi,D,样本标题/摘要无特征词,-,S24-Kinprolaon_medium_Rep3
GSE289005,200289005,18,Mitochondrial calcium uniporter links acetyl-CoA metabolism and H3K27 acetylatio,2025/02/28,Expression profiling by high throughput sequencing,0.0,"Glioblastoma stem cells (GSCs) exhibit remarkable metabolic and epigenetic adaptability, contributing to therapeutic resistance and tumor recurrence. ",B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,"T4121 GSCs, shNT-1"
GSE112648,200112648,18,SOXC factors as suppressors modulate Rho activity to promote neuronal reprogramm,2024/11/05,Expression profiling by high throughput sequencing,0.0,Transcriptome changing during neuron reprogramming by NEUROG2 and SOX11 in U251,B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,RNA1_U251_1DPT
GSE255535,200255535,18,Metabolic regulation of the glioblastoma stem cell epitranscriptome by malate de,2024/10/15,Expression profiling by high throughput sequencing; Other,0.0,Glioblastoma (GBM) ranks among the most lethal of human cancers with current therapies offering only palliation. GBM displays striking intratumoral he,B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,"GSCs, shCONT set 1"
GSE214968,200214968,18,Effect of Vortioxetine treatment on gene expression of LN-229 glioblastoma cells,2024/07/29,Expression profiling by high throughput sequencing,0.0,The atypical antidepressant Vortioxetine represents the most effective neuroactive drug with anti-glioblastoma efficacy across glioblastoma patient sa,B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,"LN229, replicate 2, 0 hours"
GSE270465,200270465,18,Rexinoids Induce Differential Gene Expression in Human Glioblastoma Cells,2024/07/03,Expression profiling by high throughput sequencing,0.0,Rexinoids are compounds that bind to the rexinoid X receptor (RXR) to modulate gene expression and have been proposed as a new class of therapeutics t,B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,U87 A98 rep1
GSE230453,200230453,18,Translocator protein (18kDA) (TSPO) marks mesenchymal glioblastoma cell populati,2023/09/14,Expression profiling by high throughput sequencing,0.0,"TSPO is a promising novel tracer target for positron-emission tomography (PET) imaging of brain tumors. However, due to the heterogeneity of cell popu",A?,摘要含瘤种词(样本标题无特征),-,GBM_17
GSE224692,200224692,18,The Oligostilbene Gnetin-H is a Novel Glycolysis Inhibitor that Regulates Thiore,2023/05/17,Expression profiling by high throughput sequencing,0.0,"Since aerobic glycolysis has been first observed in tumors almost a century ago by Otto Warburg, the field of cancer cell metabolism sparked the inter",B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,DMSO_Control_BiologicalRepA [PGD-UnA]
GSE213013,200213013,18,"Anti-cancer activity of ST101, a novel antagonist of CCAAT/enhancer binding prot",2022/09/19,Expression profiling by high throughput sequencing,0.0,"To investigate the impact of ST101 on transcriptional activity of C/EBPβ protein, U251, A549 and MCF7 tumor cell lines were exposed to 10µM ST101 for ",B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,"U251 cells, vehicle, biological replicate 1"
GSE207002,200207002,18,Establishment of radioresistant U87MG glioblastoma cell line,2022/06/29,Expression profiling by high throughput sequencing,0.0,"To explore factors contributing to radioresistance in GBM, we established GBM radioresistant cell line using U87MG human GBM cells.",B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,"U87MG, radioresistant, bio_rep3, tech_rep3"
GSE159416,200159416,18,The cellular origin and differentiation status of glioblastoma by scRNA-seq,2022/04/19,Expression profiling by high throughput sequencing,0.0,Understanding the cellular origin and differentiation status of glioblastoma is critical to resolve the etiology of the disease. we profile 18 patient,A?,摘要含瘤种词(样本标题无特征),-,KI-013
GSE128255,200128255,18,Norrie Disease Protein (NDP) gene knockdown patient-derived glioblastoma stem ce,2020/03/03,Expression profiling by high throughput sequencing,0.0,RNA-Seq to test differential gene expression in response to Norrie Disease Protein (NDP) gene knockdown glioblastoma stem cells.,B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,G411 scrambled control replicate 0
GSE134974,200134974,18,Targeting Glioblastoma Stem Cells through Disruption of the Circadian Clock,2019/10/24,Expression profiling by high throughput sequencing; Genome b,0.0,This SuperSeries is composed of the SubSeries listed below.,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,GSC_387_Rep1
GSE113261,200113261,18,Mechanosensitive ion channel regulates tissue stiffening to promote glioma aggre,2018/10/18,Expression profiling by high throughput sequencing,0.0,"Tissue stiffening is a physical hallmark of solid tumor. In our study, we found that the mechanosensitive ion channel PIEZO1 can be tumor cells force ",A?,摘要含瘤种词(样本标题无特征),-,G532_KD1_2
GSE115509,200115509,18,mRNA-sequencing of U87 glioblastoma and DAOY medulloblastoma spheroidal aggregat,2018/06/09,Expression profiling by high throughput sequencing,0.0,"Treatment of neuroepithelial cancers remains a daunting clinical challenge, particularly due to an inability to address rampant invasion deep into elo",B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,"DAOY 2-hour, replicate 2"
GSE311967,200311967,18,A highly abundant circular RNA from the RMST locus plays a role in posterior fos,2025/12/15,Expression profiling by high throughput sequencing,0.0,Pediatric ependymoma (EPN) is one of the most common central nervous system (CNS) cancers in children often accompanied by bad prognosis. The circular,D,样本标题/摘要无特征词,-,"EPD210, KD2, 72 hrs, rep 3"
GSE291046,200291046,18,Targeted inhibition of Bcl-xL following radiation reduces tumourigenesis in prec,2025/07/03,Expression profiling by high throughput sequencing,0.0,Abstract Background: Diffuse midline gliomas (DMGs) with histone H3K27M mutations represent a devastating paediatric brain cancer characterized by aby,B,非目标瘤种/类型(其他癌种=12),其他癌种=12,ICR-B117 Day 1 6 Gy
GSE295254,200295254,18,GSK3 acts as a switch for transcriptional programs in a model of low-grade gliom,2025/04/25,Expression profiling by high throughput sequencing,0.0,"Mutations in isocitrate dehydrogenase (IDH)-1/2 are defining drivers of low-grade gliomagenesis. However, mutant IDH alone is not sufficient for malig",B,非目标瘤种/类型(正常/非肿瘤组织=18),正常/非肿瘤组织=18,"IDH1R132H immortalized human astrocytes, YO-0"
GSE260516,200260516,18,The heterogeneous sensitivity of pediatric brain tumors to different oncolytic v,2024/04/28,Expression profiling by high throughput sequencing,5.6,"Despite decades of research, the prognosis of high-grade pediatric brain tumors (PBTs) remains dismal, however, recent cases of favorable clinical res",B,非目标瘤种/类型(其他癌种=7),其他癌种=7,SU-pcGBM2
GSE230865,200230865,18,PolyA RNA-seq from Medulloblastoma cells ± EYA2 knockdown,2024/04/28,Expression profiling by high throughput sequencing,0.0,Analysis of steady-state mRNA levels in two medulloblastoma-derived cell lines.,B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,"Group 3 MB D425 cells, EYA2 shRNA#8, rep 3"
GSE231858,200231858,18,Tumor and immune cell types interact to produce heterogeneous phenotypes of pedi,2023/11/03,Expression profiling by high throughput sequencing,0.0,Bulk RNA-Seq of pediatric high-grade glioma patient samples,D,样本标题/摘要无特征词,-,"Tumor sample 11, bulkRNA-seq"
GSE236253,200236253,18,3D gene regulation network in glioma ferroptosis,2023/10/23,Expression profiling by high throughput sequencing; Genome b,0.0,"Erastin is a small molecular compound which inhibits the system Xc- and prevents the import of cystine, reducing glutathione (GSH) biosynthesis and gl",B,非目标瘤种/类型(细胞系/处理实验=18),细胞系/处理实验=18,RNA-Seq of Homo sapiens: U87-WT-Rep2
GSE190936,200190936,18,Elevating SOX2 downregulates MYC through a SOX2:MYC signaling axis and induces a,2022/08/03,Expression profiling by high throughput sequencing,0.0,Quiescent/slowly circling tumor cells present a clinical challenge due to their ability to evade treatement. Recent studies have demonstrated that qui,D,样本标题/摘要无特征词,-,i-SOX2-ONS76 Sample 12
GSE158413,200158413,18,RNAseq of a cohort series of 18 pediatric MBs in Taiwan,2022/05/18,Expression profiling by high throughput sequencing,0.0,"Background: Since 2016, a project for molecular diagnosis of childhood medulloblastoma (MB) was initiated in Taiwan. We aimed to integrate molecular c",D,样本标题/摘要无特征词,-,T1771
GSE189859,200189859,18,Transcriptomic and Epigenomic Profiles of CIC-knockout and IDH1 mutant cells [RN,2021/12/01,Expression profiling by high throughput sequencing,0.0,"Capicua (CIC)’s transcriptional repressor function is implicated in neurodevelopment and in oligodendroglioma (ODG) aetiology. However, CIC’s role in ",D,样本标题/摘要无特征词,-,CIC-KO2 (IDH1-WT) RNA-seq rep 3
GSE242352,200242352,17,Resolving spatial subclonal genomic heterogeneity of loss of heterozygosity and ,2025/01/02,Expression profiling by high throughput sequencing; Other,64.7,"We perform bulk RNA sequencing, tumor/normal DNA sequencing, and spatial transcriptomics on an initial discovery cohort of eleven glioma samples (comp",A?,瘤种词样本65%,-,Glioblastoma A1
GSE185955,200185955,17,Glioblastoma Stem Cells Reprogram Chromatin In Vivo To Generate Selective Therap,2021/10/17,Expression profiling by high throughput sequencing,0.0,Glioblastomas are universally fatal cancers that contain self-renewing glioblastoma stem cells (GSCs) that initiate tumors. Traditional anti-cancer dr,A?,摘要含瘤种词(样本标题无特征),-,1919_shDPY30_CC
GSE297728,200297728,16,Synergistic activity of simvastatin and irinotecan chemotherapy against glioblas,2026/05/20,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is the most common and aggressive primary brain tumor, with a dismal prognosis and inevitable recurrence after standard-of-care the",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,DMSO_rep1
GSE320375,200320375,16,On-demand GLUT3 expression augments CAR-T cell metabolic fitness and antitumor e,2026/04/16,Expression profiling by high throughput sequencing,0.0,"We show that the dysfunction of CAR-T cells in GBM is attributed to glucose deficiency in the tumor microenvironment (TME) and that on-demand, but not",A?,摘要含瘤种词(样本标题无特征),-,On-d GLUT3 EGFRvIII targeting CAR-T cell-rep 
GSE288846,200288846,16,Engineering a novel HSV-1 strain for oncolytic therapy of solid tumors,2025/04/09,Expression profiling by high throughput sequencing,0.0,"Oncolytic HSV-1 derived viruses are being developed for cancer treatment. Here we describe the isolation of a novel strain of HSV-1, and its engineeri",D,样本标题/摘要无特征词,-,"GBM28 cells, OncoD-2"
GSE291583,200291583,16,IQGAP3 bridges matrix stiffness with cancer stem cell maintenance and radioresis,2025/03/14,Expression profiling by high throughput sequencing,0.0,"Drivers of therapeutic resistance in cancer include evolution of tumor cell heterogeneity and the tumor microenvironment (TME). Here, we found that in",B,非目标瘤种/类型(细胞系/处理实验=16),细胞系/处理实验=16,"GSC MES20, soft-3"
GSE281549,200281549,16,Involvement of p38 MAPK and MAPKAPK2 in promoting cell death and the inflammator,2025/01/22,Expression profiling by high throughput sequencing,0.0,"The association of necrosis in tumors with poor prognosis implies a potential tumor-promoting role. However, the mechanisms underlying cell death in t",B,非目标瘤种/类型(细胞系/处理实验=16),细胞系/处理实验=16,"LN229 cell, Regular culture MK25, Rep1"
GSE277301,200277301,16,Gliocidin is a nicotinamide mimetic prodrug that targets glioblastoma,2024/10/30,Expression profiling by high throughput sequencing,0.0,"Glioblastoma is incurable and in urgent need of improved therapeutics. We identify a small compound, Gliocidin, that kills glioblastoma cells while sp",B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"MEF, Gliocidin 12 hr, replicate 1"
